folder	filename	path	width	height	xmin	ymin	xmax	ymax				name
images	24840828_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24840828_aug.jpg	626	464	205	69	507	370				Chiroptera
images	24840874_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24840874_aug.jpg	2034	1519	515	0	1986	1519				Chiroptera
images	24840876_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24840876_aug.jpg	1517	2028	0	202	1517	1816				Chiroptera
images	24841039_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24841039_aug.jpg	461	624	0	98	461	616				Chiroptera
images	24841294_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24841294_aug.jpg	1593	1188	234	153	1108	1026				Chiroptera
images	24841295_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24841295_aug.jpg	1587	1188	264	213	1005	955				Chiroptera
images	24841296_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24841296_aug.jpg	1587	1183	137	162	1057	1083				Chiroptera
images	24886443_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24886443_aug.jpg	1461	2201	0	220	1461	1774				Chiroptera
images	24911929_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24911929_aug.jpg	1216	2055	0	395	1216	1910				Chiroptera
images	24923072_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/24923072_aug.jpg	3869	2573	2418	278	2991	851				Chiroptera
images	25083976_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25083976_aug.jpg	786	752	128	172	609	653				Chiroptera
images	25085029_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085029_aug.jpg	1989	1314	530	0	1910	1314				Chiroptera
images	25085030_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085030_aug.jpg	1989	1316	451	0	1674	1184				Chiroptera
images	25085031_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085031_aug.jpg	1303	1981	0	294	1303	1667				Chiroptera
images	25085032_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085032_aug.jpg	984	1497	0	355	936	1329				Chiroptera
images	25085122_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085122_aug.jpg	836	1134	81	286	566	772				Chiroptera
images	25085339_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085339_aug.jpg	1521	2019	0	125	1521	1712				Chiroptera
images	25085632_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085632_aug.jpg	2036	1514	414	273	1438	1298				Chiroptera
images	25085633_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25085633_aug.jpg	2034	1517	436	55	1789	1408				Chiroptera
images	25113240_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25113240_aug.jpg	2037	1522	547	176	1722	1351				Chiroptera
images	25113313_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25113313_aug.jpg	934	627	177	0	880	627				Chiroptera
images	25204054_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25204054_aug.jpg	506	788	0	197	506	770				Chiroptera
images	25204056_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25204056_aug.jpg	382	591	0	76	382	542				Chiroptera
images	25274411_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25274411_aug.jpg	870	584	129	0	870	584				Chiroptera
images	25274947_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25274947_aug.jpg	1507	2030	0	0	1507	1530				Chiroptera
images	25275489_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25275489_aug.jpg	632	412	280	183	391	294				Chiroptera
images	25275490_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25275490_aug.jpg	616	401	155	0	576	401				Chiroptera
images	25350563_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25350563_aug.jpg	2017	1520	595	351	1499	1255				Chiroptera
images	25350773_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25350773_aug.jpg	1411	1036	137	0	1227	1027				Chiroptera
images	25397925_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25397925_aug.jpg	4260	3141	1388	397	3784	2794				Chiroptera
images	25397929_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25397929_aug.jpg	3811	3015	69	0	3495	3015				Chiroptera
images	25399740_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25399740_aug.jpg	2040	1340	432	0	1723	1252				Chiroptera
images	25399744_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25399744_aug.jpg	2024	1358	388	0	1783	1358				Chiroptera
images	25399746_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25399746_aug.jpg	2037	1361	294	0	1744	1361				Chiroptera
images	25400136_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25400136_aug.jpg	2031	1507	297	118	1336	1156				Chiroptera
images	25400873_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25400873_aug.jpg	2020	1349	102	0	1500	1261				Chiroptera
images	25522507_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25522507_aug.jpg	2041	1341	173	0	1890	1341				Chiroptera
images	25522547_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25522547_aug.jpg	471	305	110	21	377	289				Chiroptera
images	25522761_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25522761_aug.jpg	537	791	0	125	537	772				Chiroptera
images	25522762_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25522762_aug.jpg	1014	755	0	0	1014	755				Chiroptera
images	25522763_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25522763_aug.jpg	1002	747	0	0	856	747				Chiroptera
images	25522764_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25522764_aug.jpg	1000	750	0	0	842	750				Chiroptera
images	25753668_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25753668_aug.jpg	1587	1186	370	0	1558	1035				Chiroptera
images	25753669_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25753669_aug.jpg	1579	1193	321	63	1367	1110				Chiroptera
images	25754655_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25754655_aug.jpg	2028	1508	405	0	1870	1453				Chiroptera
images	25940165_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940165_aug.jpg	2030	1524	506	0	1339	745				Chiroptera
images	25940789_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940789_aug.jpg	464	632	0	23	432	490				Chiroptera
images	25940790_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940790_aug.jpg	623	450	91	0	568	450				Chiroptera
images	25940792_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940792_aug.jpg	465	614	117	152	382	418				Chiroptera
images	25940793_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940793_aug.jpg	464	610	0	4	415	441				Chiroptera
images	25940794_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940794_aug.jpg	467	620	0	58	445	513				Chiroptera
images	25940795_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940795_aug.jpg	475	624	123	208	360	444				Chiroptera
images	25940796_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940796_aug.jpg	472	621	94	164	373	442				Chiroptera
images	25940797_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940797_aug.jpg	467	615	0	102	467	589				Chiroptera
images	25940798_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25940798_aug.jpg	626	469	117	0	499	382				Chiroptera
images	25942306_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/25942306_aug.jpg	624	417	177	56	466	345				Chiroptera
images	26176776_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26176776_aug.jpg	2032	1128	337	0	1488	1128				Chiroptera
images	26176777_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26176777_aug.jpg	2022	1137	334	26	1400	1092				Chiroptera
images	26246612_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26246612_aug.jpg	456	618	0	82	456	493				Chiroptera
images	26387171_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26387171_aug.jpg	465	624	0	157	465	392				Chiroptera
images	26388325_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26388325_aug.jpg	1529	1006	283	0	1257	883				Chiroptera
images	26443017_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443017_aug.jpg	790	578	185	69	668	552				Chiroptera
images	26443650_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443650_aug.jpg	1270	1909	0	349	1270	1850				Chiroptera
images	26443651_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443651_aug.jpg	1285	1916	0	93	1285	1608				Chiroptera
images	26443653_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443653_aug.jpg	1184	1869	0	0	1184	1869				Chiroptera
images	26443657_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443657_aug.jpg	1339	2026	0	0	1339	2026				Chiroptera
images	26443661_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443661_aug.jpg	2034	1393	464	149	1381	1067				Chiroptera
images	26443678_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443678_aug.jpg	1546	1283	671	359	1339	1027				Chiroptera
images	26443682_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26443682_aug.jpg	1924	2032	48	280	1716	1948				Chiroptera
images	26501741_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26501741_aug.jpg	2034	1504	316	200	1413	1297				Chiroptera
images	26531303_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26531303_aug.jpg	365	533	0	76	365	522				Chiroptera
images	26532031_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26532031_aug.jpg	2043	1515	76	48	1535	1507				Chiroptera
images	26532032_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26532032_aug.jpg	2035	1509	548	207	1743	1402				Chiroptera
images	26533915_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26533915_aug.jpg	2111	3116	0	427	2111	2891				Chiroptera
images	26533958_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26533958_aug.jpg	1529	2025	0	0	1413	1436				Chiroptera
images	26745769_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26745769_aug.jpg	1000	667	210	59	706	555				Chiroptera
images	26746223_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26746223_aug.jpg	2032	1457	0	117	1180	1351				Chiroptera
images	26746224_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26746224_aug.jpg	1737	2031	0	144	1737	1864				Chiroptera
images	26746225_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26746225_aug.jpg	1487	2030	0	74	1362	1592				Chiroptera
images	26791145_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26791145_aug.jpg	737	984	0	0	737	984				Chiroptera
images	26803240_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26803240_aug.jpg	290	476	0	0	290	476				Chiroptera
images	26806254_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26806254_aug.jpg	1896	2542	1	486	1870	2355				Chiroptera
images	26807022_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807022_aug.jpg	205	144	0	0	205	144				Chiroptera
images	26807023_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807023_aug.jpg	259	374	0	0	259	341				Chiroptera
images	26807027_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807027_aug.jpg	253	228	0	0	253	228				Chiroptera
images	26837964_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26837964_aug.jpg	2278	1692	233	99	1626	1492				Chiroptera
images	26866545_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26866545_aug.jpg	259	324	0	0	259	321				Chiroptera
images	26891673_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26891673_aug.jpg	2866	1929	1122	366	2186	1430				Chiroptera
images	26905074_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26905074_aug.jpg	1056	1292	0	50	1056	1187				Chiroptera
images	26907037_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26907037_aug.jpg	280	423	0	51	280	392				Chiroptera
images	26909591_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26909591_aug.jpg	880	327	274	0	683	327				Chiroptera
images	26917356_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26917356_aug.jpg	166	263	0	0	166	263				Chiroptera
images	26920757_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920757_aug.jpg	3862	2570	1572	291	3193	1911				Chiroptera
images	26920759_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920759_aug.jpg	2158	1578	676	406	1530	1260				Chiroptera
images	26920760_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26920760_aug.jpg	2204	1927	872	695	1562	1384				Chiroptera
images	26963713_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963713_aug.jpg	5180	3435	382	0	4287	3435				Chiroptera
images	26963714_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963714_aug.jpg	4277	2848	568	0	3600	2780				Chiroptera
images	26963715_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963715_aug.jpg	2275	3442	0	179	2169	2433				Chiroptera
images	26963726_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963726_aug.jpg	1343	2029	0	386	1343	1961				Chiroptera
images	26963727_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963727_aug.jpg	2026	1348	477	220	1454	1197				Chiroptera
images	26963728_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963728_aug.jpg	2036	1354	355	0	1810	1354				Chiroptera
images	26963729_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963729_aug.jpg	1343	2033	0	344	1343	1818				Chiroptera
images	26963730_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/26963730_aug.jpg	1345	2020	0	0	1345	2020				Chiroptera
images	27045289_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27045289_aug.jpg	317	267	0	0	317	267				Chiroptera
images	27050584_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27050584_aug.jpg	1009	1523	0	149	1009	1300				Chiroptera
images	27051165_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27051165_aug.jpg	3050	2397	0	0	3050	2397				Chiroptera
images	27057914_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27057914_aug.jpg	372	269	0	0	372	269				Chiroptera
images	27060006_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27060006_aug.jpg	1589	1176	417	0	1195	667				Chiroptera
images	27067152_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27067152_aug.jpg	1186	1402	0	0	1186	1402				Chiroptera
images	27074413_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27074413_aug.jpg	2638	1770	917	0	2515	1548				Chiroptera
images	27079234_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27079234_aug.jpg	977	739	135	21	845	730				Chiroptera
images	27080123_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27080123_aug.jpg	442	603	0	0	442	485				Chiroptera
images	27086450_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27086450_aug.jpg	846	1250	0	243	846	1245				Chiroptera
images	27087106_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27087106_aug.jpg	1379	1091	155	0	1372	1091				Chiroptera
images	27109764_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27109764_aug.jpg	2034	1532	551	347	1496	1291				Chiroptera
images	27110994_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27110994_aug.jpg	1520	2038	0	100	1520	1820				Chiroptera
images	27110995_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27110995_aug.jpg	1523	2037	0	148	1523	1862				Chiroptera
images	27115415_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27115415_aug.jpg	1071	1301	0	0	1071	1228				Chiroptera
images	27115454_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27115454_aug.jpg	543	148	151	0	363	148				Chiroptera
images	27118171_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27118171_aug.jpg	3482	2313	549	0	2855	2197				Chiroptera
images	27127092_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27127092_aug.jpg	794	452	324	0	759	386				Chiroptera
images	27132618_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27132618_aug.jpg	525	790	0	36	525	637				Chiroptera
images	27136836_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27136836_aug.jpg	1098	1740	0	0	1098	1740				Chiroptera
images	27142199_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27142199_aug.jpg	481	722	0	26	481	703				Chiroptera
images	27149295_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27149295_aug.jpg	308	227	17	45	77	104				Chiroptera
images	27149297_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27149297_aug.jpg	316	253	35	60	97	122				Chiroptera
images	27154446_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27154446_aug.jpg	2578	3872	0	537	2578	3292				Chiroptera
images	27156948_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27156948_aug.jpg	2998	1820	295	0	2599	1820				Chiroptera
images	27157112_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27157112_aug.jpg	1821	2949	0	0	1473	1532				Chiroptera
images	27158446_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27158446_aug.jpg	2821	1901	0	0	2821	1901				Chiroptera
images	27158879_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27158879_aug.jpg	1251	838	267	0	1204	838				Chiroptera
images	27162382_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27162382_aug.jpg	1895	2628	0	0	1895	2628				Chiroptera
images	27162827_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27162827_aug.jpg	1883	2989	0	670	1883	2601				Chiroptera
images	27169712_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27169712_aug.jpg	518	721	0	105	518	718				Chiroptera
images	27181534_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27181534_aug.jpg	422	747	0	127	422	636				Chiroptera
images	27187918_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27187918_aug.jpg	933	709	106	0	895	709				Chiroptera
images	27190282_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27190282_aug.jpg	780	522	131	0	676	522				Chiroptera
images	27227536_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27227536_aug.jpg	1224	1891	0	221	1224	1677				Chiroptera
images	27228019_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27228019_aug.jpg	3630	2719	904	615	2724	2435				Chiroptera
images	27228021_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27228021_aug.jpg	3627	2717	901	0	2912	2717				Chiroptera
images	27228443_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27228443_aug.jpg	1631	963	258	0	1384	963				Chiroptera
images	27233536_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27233536_aug.jpg	1369	460	576	0	1156	460				Chiroptera
images	27237962_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27237962_aug.jpg	2849	1852	611	0	2573	1852				Chiroptera
images	27237968_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27237968_aug.jpg	2900	1846	383	0	2525	1846				Chiroptera
images	27239587_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27239587_aug.jpg	1282	1911	0	195	1282	1740				Chiroptera
images	27239589_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27239589_aug.jpg	1469	2367	0	256	1469	1961				Chiroptera
images	27245717_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27245717_aug.jpg	391	579	0	66	391	556				Chiroptera
images	27251664_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27251664_aug.jpg	2005	1048	1043	0	1891	1048				Chiroptera
images	27261853_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27261853_aug.jpg	1484	976	400	0	1357	976				Chiroptera
images	27279834_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27279834_aug.jpg	1291	748	157	0	1063	748				Chiroptera
images	27283552_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27283552_aug.jpg	3040	2278	811	397	2265	1850				Chiroptera
images	27290833_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27290833_aug.jpg	3846	2577	1111	262	2869	2019				Chiroptera
images	27294676_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27294676_aug.jpg	2561	1707	351	0	2219	1707				Chiroptera
images	27371572_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27371572_aug.jpg	2035	1520	257	0	1566	1145				Chiroptera
images	27372717_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372717_aug.jpg	1330	2041	0	65	1027	1129				Chiroptera
images	27372718_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372718_aug.jpg	1528	2034	95	1	1086	992				Chiroptera
images	27372731_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372731_aug.jpg	1766	2035	0	0	1766	2035				Chiroptera
images	27372748_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372748_aug.jpg	2028	1376	605	0	1871	1376				Chiroptera
images	27372749_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372749_aug.jpg	2033	1339	402	0	2012	1339				Chiroptera
images	27372750_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372750_aug.jpg	2021	1389	227	0	1911	1389				Chiroptera
images	27372751_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372751_aug.jpg	2029	1476	0	0	2029	1476				Chiroptera
images	27372752_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372752_aug.jpg	1440	2042	0	437	1440	1978				Chiroptera
images	27372753_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372753_aug.jpg	1220	2034	0	517	1220	2004				Chiroptera
images	27372754_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27372754_aug.jpg	2028	1262	0	0	1597	1262				Chiroptera
images	27384041_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27384041_aug.jpg	1519	1767	77	0	1351	1224				Chiroptera
images	27384848_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27384848_aug.jpg	1384	912	120	0	1353	912				Chiroptera
images	27438074_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27438074_aug.jpg	5165	3431	2084	0	4533	3431				Chiroptera
images	27438134_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27438134_aug.jpg	2041	1521	35	100	1449	1513				Chiroptera
images	27438933_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27438933_aug.jpg	920	1174	0	0	903	1174				Chiroptera
images	27488044_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488044_aug.jpg	784	1188	14	308	695	987				Chiroptera
images	27488045_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488045_aug.jpg	789	1186	0	0	789	1186				Chiroptera
images	27488046_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488046_aug.jpg	791	1188	0	295	791	1155				Chiroptera
images	27488047_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488047_aug.jpg	777	1175	0	235	777	1158				Chiroptera
images	27488048_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488048_aug.jpg	1190	789	217	0	1041	789				Chiroptera
images	27488049_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488049_aug.jpg	1427	980	5	0	957	934				Chiroptera
images	27488050_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488050_aug.jpg	1189	783	33	0	979	783				Chiroptera
images	27488051_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488051_aug.jpg	1180	791	89	0	923	791				Chiroptera
images	27488052_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488052_aug.jpg	1189	782	152	0	921	782				Chiroptera
images	27488053_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27488053_aug.jpg	1194	773	56	31	735	711				Chiroptera
images	27686829_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686829_aug.jpg	1112	1395	0	0	1112	1237				Chiroptera
images	27686830_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686830_aug.jpg	1309	956	267	56	1106	895				Chiroptera
images	27686832_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686832_aug.jpg	1103	728	236	0	937	668				Chiroptera
images	27686833_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686833_aug.jpg	1095	719	108	163	600	655				Chiroptera
images	27686834_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686834_aug.jpg	1094	728	0	129	477	687				Chiroptera
images	27686835_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686835_aug.jpg	1090	723	25	19	447	440				Chiroptera
images	27686836_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686836_aug.jpg	1090	720	512	245	923	656				Chiroptera
images	27686837_aug.jpg	/content/drive/My Drive/fall19_smithsonian_informatics/train/images/27686837_aug.jpg	1094	721	10	94	474	558				Chiroptera
