identifier	taxonID	type	format	description	accessURI	furtherInformationURL	language	UsageTerms	Owner	agentID
ae3c3be003c58ef4c7c38e642ac616a8	e8789878d57d36239bf69147849e0d43	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Characium angustum Scale bar indicates 10 µm. The specimen was gathered in a pond in the forest of Altenholz-Stift near Kiel. Sampling date 6/2017. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioskop with Olympus OM-D M5 MKII. Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond in the forest of Altenholz-Stift (Schleswig-Holstein, Germany) Latitude: 54.384913 Longitude: 10.125691 Der Messbalken markiert eine Länge von 10 µm. Die Probe wurde in einem Waldteich bei Altenholz-Stift (nahe Kiel) gesammelt. Datum der Aufsammlung: 6/2017. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Characium-angustum-040-200-2-6113584-594-ASW_NEW.jpg	http://www.protisten.de/gallery-ALL/321-Characium-angustum.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
b3ba5c0112cd91ff2a643e82aafa0a7f	e8789878d57d36239bf69147849e0d43	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Characium angustum Scale bar indicates 10 µm. The specimen was gathered in a pond in the forest of Altenholz-Stift near Kiel. Sampling date 6/2017. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioskop with Olympus OM-D M5 MKII. Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond in the forest of Altenholz-Stift (Schleswig-Holstein, Germany) Latitude: 54.384913 Longitude: 10.125691 Der Messbalken markiert eine Länge von 10 µm. Die Probe wurde in einem Waldteich bei Altenholz-Stift (nahe Kiel) gesammelt. Datum der Aufsammlung: 6/2017. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Characium-angustum-040-200-2-6113584-594-CUT-ASW_NEW.jpg	http://www.protisten.de/gallery-ALL/322-Characium-angustum.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
b2620dff4eca094202ac6494197695c3	d9ee23746dc9131f5ca10789a2320d32	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chilodonella uncinata Chilodonella belongs to a morphological group called cyrtophorids which is characterized by special basket formed oral region. Collected from littoral region (reed bed by Phragmites) of a rain storage reservoir in Kiel (Schleswig-Holstein, Germany). Images were taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond Demühlen, rain storage reservoir in Kiel-Russee (Schleswig-Holstein, Germany) Latitude: 54.304095 Longitude: 10.086073 Chilodonella gehört zu der morphologischen Gruppe namens Cyrtophorida, deren Mundöffnung eine Korbform besitzt. Aus der von Schilf bewachsenen Uferzone eines Regenrückhaltebeckens in Kiel. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/chilodonella-uncinata-jwbw_NEW.jpg	http://www.protisten.de/gallery-ALL/323-Chilodonella-uncinata.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
e6caabbed59452889507f17ce998d251	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 1 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 1 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064725-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/324-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
33401cd1ce3ab897f0b721fdc0292bf2	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 2 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 2 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064726-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/325-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
938b5c606475f4be59fa3044eaa37ff2	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 3 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 3 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064730-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/326-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
5e456242f4acbd61323505d70bf9081f	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 4 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 4 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064731-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/327-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
0fe5e43e14480053030a3bfba5fa40c2	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 5 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 5 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064732-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/328-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
f7d985ead805d2bf3c63cb4aca3eeab4	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 6 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 6 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064733-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/329-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
34b9caf5dd4feea2bdb7a50471d3335b	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 7 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 7 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064741-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/330-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
2ccd24bd7371b3f72ecb10d75175f052	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 8 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 8 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064744-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/331-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
17b2aded0e1fe4a0b648235c85511128	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 9 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 9 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064745-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/332-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
8b5b8b6763709c4184c837fe4ed731d7	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 10 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 10 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064746-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/333-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
8aa513a85d37cfa405a9e99c0e1dd349	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 11 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 11 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064752-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/334-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
a5af392fbd4a8d323609a13e37a49a93	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 12 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 12 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064753-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/335-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
95c78b9a84686895925b34fb81c3b107	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 13 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 13 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064754-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/336-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
12fb1e94b4e3cd973f69790fd83d588a	640c6d772fbf48a874baab1fe7d13fed	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydaster laciniatus Frame 14 of a phagocytose series. Scale bar indicates 25 µm.Sample from the wetland Seekamper Seewiesen in Schilksee (Kiel, Germany). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Seekamper Seewiesen in Schilksee (Kiel, Germany) Latitude: 54.410447 Longitude: 10.159699 Bild 14 einer Phygocytose-Serie. Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus Feuchtbiotop Seekamper Seewiesen bei Schilksee/Kiel. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydaster-laciniatus-040-200-2-7064755-SSW_NEW.jpg	http://www.protisten.de/gallery-ALL/337-Chlamydaster-laciniatus.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
a86440bda01800a939aaa606ede4868b	486fe65a194a37217ec24bedc56b17a3	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydomonas anticontata The specimen was gathered in ponds near Hausen (Hessisch Lichtenau , Germany). Copyright Winfried Hölz, Hausen, Germany.Images were taken using Zeiss Axioskop with DSLR.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Ponds near Hausen (Hessisch Lichtenau , Germany) Latitude: 51.21453 Longitude: 9.868894 Probe aus Gewässern nahe Hausen (Hessisch Lichtenau).Copyright Winfried Hölz, Hausen. Mikrotechnik: Zeiss Axioskop, Kamera: DSLR. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydomonas-anticontata-WHH_NEW.jpg	http://www.protisten.de/gallery-ALL/338-Chlamydomonas-anticontata.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
ed4d8247e9e89f95b1b68089d464b2ca	1b05f067781448a06250604212d4984f	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydomonas mutabilis Scale bar indicates 25 µm.Sample from the bog Mittermoos near Pillersee (Tyrol, Austria). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Universal with DSLR Canon EOS 600D.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Mittermoos near Fieberbrunn (Tyrol, Austria) Latitude: 47.47998695 Longitude: 12.5240922 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus dem Mittermoor beim Pillersee in Tirol. Mikrotechnik: Zeiss Universal, Kamera: Canon EOS 600D. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydomonas-mutabilis-063-200-IMG-7180-186-1-PIL_NEW.jpg	http://www.protisten.de/gallery-ALL/339-Chlamydomonas-mutabilis.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
00b6921ba32a0b6d32b3ff8b46eba5c9	1b05f067781448a06250604212d4984f	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydomonas mutabilis Scale bar indicates 25 µm.Sample from the bog Mittermoos near Pillersee (Tyrol, Austria). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Universal with DSLR Canon EOS 600D.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Wetland Mittermoos near Fieberbrunn (Tyrol, Austria) Latitude: 47.47998695 Longitude: 12.5240922 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus dem Mittermoor beim Pillersee in Tirol. Mikrotechnik: Zeiss Universal, Kamera: Canon EOS 600D. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydomonas-mutabilis-063-200-IMG-7180-186-2-PIL_NEW.jpg	http://www.protisten.de/gallery-ALL/340-Chlamydomonas-mutabilis.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
6a67078c250a8ba0de917e0477540ff5	6806118c9fc701572dea80e176502a20	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydomonas reinhardtii The scale bar indicates 5 µm. The specimen was gathered in the wetlands of Nationalpark Unteres Odertal (100 km north east of Berlin). The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Creek in Oder valley 100 km north east of Berlin (Germany) Latitude: 53.135032 Longitude: 14.348738 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 5 µm. Die Probe wurde in den Feuchtgebieten des Nationalpark Unteres Odertal (100 km nordöstlich von Berlin) gesammelt. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydomonas-reinhardtii-063-200-P6051288-296-ODB_NEW.jpg	http://www.protisten.de/gallery-ALL/341-Chlamydomonas-reinhardtii.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
6d65e325835cb75e63d40fb5cef6ef62	c6b1ad2b23b02cde041ab1abc804dec6	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Chlamydomonas sphagnicola The scale bar indicates 25 µm. Sample from sphagnum pond Dosenmoor near Neumuenster (Schleswig-Holstein, Germany). Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Bog Dosenmoor near Neumuenster (Schleswig-Holstein, Germany) Latitude: 54.136219 Longitude: 10.026433 Der Messbalken markiert eine Länge von 25 µm. Probe aus dem Dosenmoor in der Nähe von Neumünster. Mikrotechnik: Zeiss Axioplan, Kamera: OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Chlamydomonas-sphagnicola-020-200-2-4093769-781-DOS_NEW.jpg	http://www.protisten.de/gallery-ALL/342-Chlamydomonas-sphagnicola.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
